sphingobacteriia_odb10	2020-03-06	d01c990601be499724e545e0154fa005
sphingomonadales_odb10	2020-03-06	f0f38e244f07f4ac87c4fb379d7e1e36
spirochaetales_odb10	2020-03-06	42e9a4a32a4e9c61df42e8164c8a5a5a
spirochaetes_odb10	2020-03-06	62236b5fc5db5a2c367565e2ae6314d7
spirochaetia_odb10	2020-03-06	0d9b949e9f85586fbffb24f6c02cc74d
stramenopiles_odb10	2020-08-05	dc910d58211329a234212d2c66789a79
streptomycetales_odb10	2020-03-06	6f8019faf605c81e4d395c22cca0f20b
streptosporangiales_odb10	2020-03-06	1c91c03f877d928d14ff91efd683d5b4
sulfolobales_odb10	2020-03-06	c4689a665e09d131e25e2b017e198ac4
supermatrix.aln.archaea_odb10.faa	2019-12-16	e9d2c8065a7779f9447b154b9030bcf8
supermatrix.aln.bacteria_odb10.faa	2019-12-16	eba6a090cbe21abe1db69d841e8231bc
supermatrix.aln.eukaryota_odb10.faa	2019-12-16	3584e9fb12211b8c8c3ad63666444be1
synechococcales_odb10	2020-03-06	5ecdb97dc990e41102cab2684e69bb29
synergistetes_odb10	2020-03-06	8f7dfc139094256c3db8072889a7f1d3
tenericutes_odb10	2020-03-06	89c06a7b611cc7f62d8f19b5f3bc0dcd
tetrapoda_odb10	2020-09-10	d6f4dff595c381b97e5bee1a3d1b21e9
thaumarchaeota_odb10	2020-03-06	5443c328bae5c42321d40a8a6b4a9cb2
thermoanaerobacterales_odb10	2020-03-06	0dc67d585bb9fcce1c02709336a04a76
thermoplasmata_odb10	2020-03-06	1b5ca8d8d52b9ae9c980cc2cbc246347
thermoproteales_odb10	2020-03-06	79d6de7fd1b5ad9da6ac21d96cf65c64
thermoprotei_odb10	2020-03-06	7b91ab794648167c31ce09e53eabf6b6
thermotogae_odb10	2020-03-06	fcf3316fda42cc5838095c3ef499f609
thiotrichales_odb10	2020-03-06	d263640af89b51fa9dceac4cb37a2fdf
tissierellales_odb10	2020-03-06	0141ae72086d9f6e852a8e631bec2aea
tissierellia_odb10	2020-03-06	31903c27aaa16fc5c874985d572827d0
